ASR,CTX,PPS,t
ASR,CTX,EPI,t’
ASR,CTX,ALG,tʰ
ASR,CTX,IPU,l
ASR,CTX,RFU,tr
ASR,CTX,REB,tl
ASR,CTX,THR,tř
ASR,CTX,EXV,tw
ASR,CTX,AXM,ty
ASR,PCT,PPS,k
ASR,PCT,EPI,k’
ASR,PCT,ALG,kʰ
ASR,PCT,IPU,x
ASR,PCT,RFU,kr
ASR,PCT,REB,kl
ASR,PCT,THR,kř
ASR,PCT,EXV,kw
ASR,PCT,AXM,ky
ASR,ITR,PPS,p
ASR,ITR,EPI,p’
ASR,ITR,ALG,pʰ
ASR,ITR,IPU,vv
ASR,ITR,RFU,pr
ASR,ITR,REB,pl
ASR,ITR,THR,př
ASR,ITR,EXV,pw
ASR,ITR,AXM,py
ASR,REP,PPS,q
ASR,REP,EPI,q’
ASR,REP,ALG,qʰ
ASR,REP,IPU,ř
ASR,REP,RFU,qr
ASR,REP,REB,ql
ASR,REP,THR,xr
ASR,REP,EXV,qw
ASR,REP,AXM,xl
ASR,ITM,PPS,b
ASR,ITM,EPI,v
ASR,ITM,ALG,vr
ASR,ITM,IPU,vl
ASR,ITM,RFU,br
ASR,ITM,REB,bl
ASR,ITM,THR,bř
ASR,ITM,EXV,bw
ASR,ITM,AXM,by
ASR,RCT,PPS,d
ASR,RCT,EPI,dh
ASR,RCT,ALG,ż
ASR,RCT,IPU,żż
ASR,RCT,RFU,dr
ASR,RCT,REB,dl
ASR,RCT,THR,dř
ASR,RCT,EXV,dw
ASR,RCT,AXM,dy
ASR,FRE,PPS,g
ASR,FRE,EPI,xh
ASR,FRE,ALG,j
ASR,FRE,IPU,jj
ASR,FRE,RFU,gr
ASR,FRE,REB,gl
ASR,FRE,THR,gř
ASR,FRE,EXV,gw
ASR,FRE,AXM,gy
ASR,FRG,PPS,m
ASR,FRG,EPI,mm
ASR,FRG,ALG,r
ASR,FRG,IPU,rr
ASR,FRG,RFU,mr
ASR,FRG,REB,ml
ASR,FRG,THR,mř
ASR,FRG,EXV,mw
ASR,FRG,AXM,my
ASR,FLC,PPS,n
ASR,FLC,EPI,nn
ASR,FLC,ALG,ddh
ASR,FLC,IPU,ll
ASR,FLC,RFU,nr
ASR,FLC,REB,nl
ASR,FLC,THR,nř
ASR,FLC,EXV,nw
ASR,FLC,AXM,ny
IRG,CTX,PPS,s
IRG,CTX,EPI,ss
IRG,CTX,ALG,sm
IRG,CTX,IPU,sn
IRG,CTX,RFU,sr
IRG,CTX,REB,sl
IRG,CTX,THR,sř
IRG,CTX,EXV,sw
IRG,CTX,AXM,sy
IRG,PCT,PPS,š
IRG,PCT,EPI,šš
IRG,PCT,ALG,šm
IRG,PCT,IPU,šn
IRG,PCT,RFU,šr
IRG,PCT,REB,šl
IRG,PCT,THR,šř
IRG,PCT,EXV,šw
IRG,PCT,AXM,šy
IRG,ITR,PPS,ç
IRG,ITR,EPI,çç
IRG,ITR,ALG,çm
IRG,ITR,IPU,çn
IRG,ITR,RFU,çl
IRG,ITR,REB,çr
IRG,ITR,THR,çř
IRG,ITR,EXV,çw
IRG,ITR,AXM,ly
IRG,REP,PPS,c
IRG,REP,EPI,cc
IRG,REP,ALG,cm
IRG,REP,IPU,cn
IRG,REP,RFU,cr
IRG,REP,REB,cl
IRG,REP,THR,cř
IRG,REP,EXV,cw
IRG,REP,AXM,cy
IRG,ITM,PPS,č
IRG,ITM,EPI,čč
IRG,ITM,ALG,čm
IRG,ITM,IPU,čn
IRG,ITM,RFU,čr
IRG,ITM,REB,čl
IRG,ITM,THR,čř
IRG,ITM,EXV,čw
IRG,ITM,AXM,čy
IRG,RCT,PPS,z
IRG,RCT,EPI,zz
IRG,RCT,ALG,zm
IRG,RCT,IPU,zn
IRG,RCT,RFU,zr
IRG,RCT,REB,zl
IRG,RCT,THR,zř
IRG,RCT,EXV,zw
IRG,RCT,AXM,zy
IRG,FRE,PPS,ž
IRG,FRE,EPI,žž
IRG,FRE,ALG,žm
IRG,FRE,IPU,žn
IRG,FRE,RFU,žr
IRG,FRE,REB,žl
IRG,FRE,THR,žř
IRG,FRE,EXV,žw
IRG,FRE,AXM,žy
IRG,FRG,PPS,f
IRG,FRG,EPI,ff
IRG,FRG,ALG,fw
IRG,FRG,IPU,fy
IRG,FRG,RFU,fr
IRG,FRG,REB,fl
IRG,FRG,THR,fř
IRG,FRG,EXV,vw
IRG,FRG,AXM,vy
IRG,FLC,PPS,ţ
IRG,FLC,EPI,ţţ
IRG,FLC,ALG,ţw
IRG,FLC,IPU,ţy
IRG,FLC,RFU,ţr
IRG,FLC,REB,ţl
IRG,FLC,THR,ţř
IRG,FLC,EXV,dhw
IRG,FLC,AXM,dhy
DIR,CTX,PPS,sk
DIR,CTX,EPI,sk’
DIR,CTX,ALG,skʰ
DIR,CTX,IPU,zg
DIR,CTX,RFU,skr
DIR,CTX,REB,skl
DIR,CTX,THR,skř
DIR,CTX,EXV,skw
DIR,CTX,AXM,sky
DIR,PCT,PPS,st
DIR,PCT,EPI,st’
DIR,PCT,ALG,stʰ
DIR,PCT,IPU,zd
DIR,PCT,RFU,str
DIR,PCT,REB,stl
DIR,PCT,THR,stř
DIR,PCT,EXV,stw
DIR,PCT,AXM,sty
DIR,ITR,PPS,sp
DIR,ITR,EPI,sp’
DIR,ITR,ALG,spʰ
DIR,ITR,IPU,zb
DIR,ITR,RFU,spr
DIR,ITR,REB,spl
DIR,ITR,THR,spř
DIR,ITR,EXV,spw
DIR,ITR,AXM,spy
DIR,REP,PPS,sq
DIR,REP,EPI,sq’
DIR,REP,ALG,sqʰ
DIR,REP,IPU,xx
DIR,REP,RFU,sqr
DIR,REP,REB,sql
DIR,REP,THR,xw
DIR,REP,EXV,sqw
DIR,REP,AXM,řř
DIR,ITM,PPS,šk
DIR,ITM,EPI,šk’
DIR,ITM,ALG,škʰ
DIR,ITM,IPU,žg
DIR,ITM,RFU,škr
DIR,ITM,REB,škl
DIR,ITM,THR,škř
DIR,ITM,EXV,škw
DIR,ITM,AXM,šky
DIR,RCT,PPS,št
DIR,RCT,EPI,št’
DIR,RCT,ALG,štʰ
DIR,RCT,IPU,žd
DIR,RCT,RFU,štr
DIR,RCT,REB,štl
DIR,RCT,THR,štř
DIR,RCT,EXV,štw
DIR,RCT,AXM,šty
DIR,FRE,PPS,šp
DIR,FRE,EPI,šp’
DIR,FRE,ALG,špʰ
DIR,FRE,IPU,žb
DIR,FRE,RFU,špr
DIR,FRE,REB,špl
DIR,FRE,THR,špř
DIR,FRE,EXV,špw
DIR,FRE,AXM,špy
DIR,FRG,PPS,šq
DIR,FRG,EPI,šq’
DIR,FRG,ALG,šqʰ
DIR,FRG,IPU,xxh
DIR,FRG,RFU,šqr
DIR,FRG,REB,šql
DIR,FRG,THR,xhw
DIR,FRG,EXV,šqw
DIR,FRG,AXM,řw
DIR,FLC,PPS,ň
DIR,FLC,EPI,ňň
DIR,FLC,ALG,rw
DIR,FLC,IPU,ry
DIR,FLC,RFU,ňr
DIR,FLC,REB,ňl
DIR,FLC,THR,ňř
DIR,FLC,EXV,ňw
DIR,FLC,AXM,řy
ADM,CTX,PPS,ks
ADM,CTX,EPI,kss
ADM,CTX,ALG,ksm
ADM,CTX,IPU,ksn
ADM,CTX,RFU,ksr
ADM,CTX,REB,ksl
ADM,CTX,THR,ksř
ADM,CTX,EXV,ksw
ADM,CTX,AXM,ksy
ADM,PCT,PPS,kš
ADM,PCT,EPI,kšš
ADM,PCT,ALG,kšm
ADM,PCT,IPU,kšn
ADM,PCT,RFU,kšr
ADM,PCT,REB,kšl
ADM,PCT,THR,kšř
ADM,PCT,EXV,kšw
ADM,PCT,AXM,kšy
ADM,ITR,PPS,ps
ADM,ITR,EPI,pss
ADM,ITR,ALG,psm
ADM,ITR,IPU,psn
ADM,ITR,RFU,psr
ADM,ITR,REB,psl
ADM,ITR,THR,psř
ADM,ITR,EXV,psw
ADM,ITR,AXM,psy
ADM,REP,PPS,pš
ADM,REP,EPI,pšš
ADM,REP,ALG,pšm
ADM,REP,IPU,pšn
ADM,REP,RFU,pšr
ADM,REP,REB,pšl
ADM,REP,THR,pšř
ADM,REP,EXV,pšw
ADM,REP,AXM,pšy
ADM,ITM,PPS,gz
ADM,ITM,EPI,gzz
ADM,ITM,ALG,gzm
ADM,ITM,IPU,gzn
ADM,ITM,RFU,gzr
ADM,ITM,REB,gzl
ADM,ITM,THR,gzř
ADM,ITM,EXV,gzw
ADM,ITM,AXM,gzy
ADM,RCT,PPS,gž
ADM,RCT,EPI,gžž
ADM,RCT,ALG,gžm
ADM,RCT,IPU,gžn
ADM,RCT,RFU,gžr
ADM,RCT,REB,gžl
ADM,RCT,THR,gžř
ADM,RCT,EXV,gžw
ADM,RCT,AXM,gžy
ADM,FRE,PPS,bz
ADM,FRE,EPI,bzz
ADM,FRE,ALG,bzm
ADM,FRE,IPU,bzn
ADM,FRE,RFU,bzr
ADM,FRE,REB,bzl
ADM,FRE,THR,bzř
ADM,FRE,EXV,bzw
ADM,FRE,AXM,bzy
ADM,FRG,PPS,bž
ADM,FRG,EPI,bžž
ADM,FRG,ALG,bžm
ADM,FRG,IPU,bžn
ADM,FRG,RFU,bžr
ADM,FRG,REB,bžl
ADM,FRG,THR,bžř
ADM,FRG,EXV,bžw
ADM,FRG,AXM,bžy
ADM,FLC,PPS,sx
ADM,FLC,EPI,sxh
ADM,FLC,ALG,šx
ADM,FLC,IPU,šxh
ADM,FLC,RFU,zgr
ADM,FLC,REB,zgl
ADM,FLC,THR,zgř
ADM,FLC,EXV,zgw
ADM,FLC,AXM,zgy
HOR,CTX,PPS,çt
HOR,CTX,EPI,çt’
HOR,CTX,ALG,çtʰ
HOR,CTX,IPU,sţ
HOR,CTX,RFU,çtr
HOR,CTX,REB,çtl
HOR,CTX,THR,çtř
HOR,CTX,EXV,çtw
HOR,CTX,AXM,çty
HOR,PCT,PPS,çk
HOR,PCT,EPI,çk’
HOR,PCT,ALG,çkʰ
HOR,PCT,IPU,šţ
HOR,PCT,RFU,çkr
HOR,PCT,REB,çkl
HOR,PCT,THR,çkř
HOR,PCT,EXV,çkw
HOR,PCT,AXM,çky
HOR,ITR,PPS,çp
HOR,ITR,EPI,çp’
HOR,ITR,ALG,çpʰ
HOR,ITR,IPU,sf
HOR,ITR,RFU,çpr
HOR,ITR,REB,çpl
HOR,ITR,THR,çpř
HOR,ITR,EXV,çpw
HOR,ITR,AXM,çpy
HOR,REP,PPS,çq
HOR,REP,EPI,çq’
HOR,REP,ALG,çqʰ
HOR,REP,IPU,šf
HOR,REP,RFU,çqr
HOR,REP,REB,çql
HOR,REP,THR,çqř
HOR,REP,EXV,çqw
HOR,REP,AXM,çč
HOR,ITM,PPS,kt
HOR,ITM,EPI,kt’
HOR,ITM,ALG,ktʰ
HOR,ITM,IPU,gd
HOR,ITM,RFU,ktr
HOR,ITM,REB,ktl
HOR,ITM,THR,ktř
HOR,ITM,EXV,ktw
HOR,ITM,AXM,kty
HOR,RCT,PPS,pt
HOR,RCT,EPI,pt’
HOR,RCT,ALG,ptʰ
HOR,RCT,IPU,bd
HOR,RCT,RFU,ptr
HOR,RCT,REB,ptl
HOR,RCT,THR,ptř
HOR,RCT,EXV,ptw
HOR,RCT,AXM,pty
HOR,FRE,PPS,qt
HOR,FRE,EPI,qt’
HOR,FRE,ALG,qtʰ
HOR,FRE,IPU,tk
HOR,FRE,RFU,qtr
HOR,FRE,REB,qtl
HOR,FRE,THR,qtř
HOR,FRE,EXV,qtw
HOR,FRE,AXM,qty
HOR,FRG,PPS,sc
HOR,FRG,EPI,sc’
HOR,FRG,ALG,scʰ
HOR,FRG,IPU,db
HOR,FRG,RFU,żr
HOR,FRG,REB,żl
HOR,FRG,THR,żř
HOR,FRG,EXV,żw
HOR,FRG,AXM,ży
HOR,FLC,PPS,šč
HOR,FLC,EPI,šč’
HOR,FLC,ALG,ščʰ
HOR,FLC,IPU,dg
HOR,FLC,RFU,jr
HOR,FLC,REB,jl
HOR,FLC,THR,jř
HOR,FLC,EXV,jw
HOR,FLC,AXM,jy
DEC,CTX,PPS,ct
DEC,CTX,EPI,ct’
DEC,CTX,ALG,ctʰ
DEC,CTX,IPU,tm
DEC,CTX,RFU,ctr
DEC,CTX,REB,ctl
DEC,CTX,THR,ctř
DEC,CTX,EXV,ctw
DEC,CTX,AXM,cty
DEC,PCT,PPS,ck
DEC,PCT,EPI,ck’
DEC,PCT,ALG,ckʰ
DEC,PCT,IPU,km
DEC,PCT,RFU,ckr
DEC,PCT,REB,ckl
DEC,PCT,THR,ckř
DEC,PCT,EXV,ckw
DEC,PCT,AXM,cky
DEC,ITR,PPS,cp
DEC,ITR,EPI,cp’
DEC,ITR,ALG,cpʰ
DEC,ITR,IPU,pm
DEC,ITR,RFU,cpr
DEC,ITR,REB,cpl
DEC,ITR,THR,cpř
DEC,ITR,EXV,cpw
DEC,ITR,AXM,cpy
DEC,REP,PPS,cq
DEC,REP,EPI,cq’
DEC,REP,ALG,cqʰ
DEC,REP,IPU,qm
DEC,REP,RFU,cqr
DEC,REP,REB,cql
DEC,REP,THR,gm
DEC,REP,EXV,cqw
DEC,REP,AXM,xm
DEC,ITM,PPS,čt
DEC,ITM,EPI,čt’
DEC,ITM,ALG,čtʰ
DEC,ITM,IPU,tn
DEC,ITM,RFU,čtr
DEC,ITM,REB,čtl
DEC,ITM,THR,čtř
DEC,ITM,EXV,čtw
DEC,ITM,AXM,čty
DEC,RCT,PPS,čk
DEC,RCT,EPI,čk’
DEC,RCT,ALG,čkʰ
DEC,RCT,IPU,kn
DEC,RCT,RFU,čkr
DEC,RCT,REB,čkl
DEC,RCT,THR,čkř
DEC,RCT,EXV,čkw
DEC,RCT,AXM,čky
DEC,FRE,PPS,čp
DEC,FRE,EPI,čp’
DEC,FRE,ALG,čpʰ
DEC,FRE,IPU,pn
DEC,FRE,RFU,čpr
DEC,FRE,REB,čpl
DEC,FRE,THR,čpř
DEC,FRE,EXV,čpw
DEC,FRE,AXM,čpy
DEC,FRG,PPS,čq
DEC,FRG,EPI,čq’
DEC,FRG,ALG,čqʰ
DEC,FRG,IPU,qn
DEC,FRG,RFU,čqr
DEC,FRG,REB,čql
DEC,FRG,THR,gn
DEC,FRG,EXV,čqw
DEC,FRG,AXM,xn
DEC,FLC,PPS,xt
DEC,FLC,EPI,xt’
DEC,FLC,ALG,xtʰ
DEC,FLC,IPU,pk
DEC,FLC,RFU,xtr
DEC,FLC,REB,xtl
DEC,FLC,THR,xtř
DEC,FLC,EXV,xtw
DEC,FLC,AXM,xty
